,Level 1 F1 Score (Micro),Level 2 F1 Score (Micro),Level 3 F1 Score (Micro),Level 4 F1 Score (Micro),Global F1 Score (Micro),Level 1 F1 Score (Macro),Level 2 F1 Score (Macro),Level 3 F1 Score (Macro),Level 4 F1 Score (Macro),Global F1 Score (Macro)
kmer_k6_size64,0.9859,0.9892,0.9625,0.9734,0.9465,0.8227,0.939,0.8847,0.8889,0.8504
